show_name,episode_title,genres,age_rating,release_date,tags
The Missing,Till Death,[],TV-14,Release date,"['missing', 'fox', 'brother', 'mayor', 'suicide', 'crowd', 'ford mondeo', 'resolution', 'season finale', 'anger', 'confession', 'daughter', 'speech', 'on the run', 'scarf', 'swimming pool', 'bar', 'drunk driving', 'gun in mouth', 'suicide by gunshot', 'woods', 'forest', 'pheasant', 'shotgun', 'suicide note', 'suicide by hanging', 'blood', 'child hit by a car', 'hit by a car', 'cover up', 'two word episode title', 'drawing', 'snow', 'wedding', 'grief', 'journalist', 'france', 'russia', 'dying from cancer', 'hospital', 'police detective', 'retired detective', 'investigation', 'hotel', 'missing child', 'missing son', 'search for son', 'father searches for missing son', 'search for a missing person', 'year 2014']"
The Good Wife,Pilot,[],TV-PG,Release date,"['hung jury', 'false accusation', 'sex tape', 'prison', 'murder', 'tv series pilot', 'concealed evidence', 'video surveillance', 'reference to hillary clinton', 'new job', 'slapped in the face', 'political resignation']"
The Good Wife,Stripped,[],TV-14,Release date,"['rape', 'dna testing', 'stripper', 'reference to google', 'photoshop', 'escort service', 'nightmare', 'prison', 'sex tape']"
The Amazing World of Gumball,The Third,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Debt,[],TV-Y7-FV,Release date,['car']
The Amazing World of Gumball,The End,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Dress,[],TV-Y7-FV,Release date,"['dress', 'boy wearing a dress', 'mistaken identity']"
The Amazing World of Gumball,The Quest,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Spoon,[],TV-Y7-FV,Release date,"['robbery', 'spoon']"
The Amazing World of Gumball,The Pressure,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Painting,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Laziest,[],TV-Y7,Release date,['lazy']
The Amazing World of Gumball,The Ghost,[],TV-Y7-FV,Release date,"['body possession', 'pov', 'ghost', ""twisting one's head completely around"", 'cafeteria', 'spinning head']"
The Amazing World of Gumball,The Picnic,[],TV-Y7-FV,Release date,['lost']
The Amazing World of Gumball,The Goons,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Secret,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Sock,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Genius,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Poltergeist,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Mustache,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Date,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Club,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Wand,[],TV-Y7,Release date,[]
The Amazing World of Gumball,The Ape,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Car,[],TV-Y7,Release date,['car']
The Amazing World of Gumball,The Curse,[],TV-Y7-FV,Release date,[]
The Amazing World of Gumball,The Microwave,[],TV-Y7,Release date,"['monster', 'microwave', 'eaten alive', 'giant monster', 'radiation']"
The Amazing World of Gumball,The Meddler,[],TV-Y7-FV,Release date,"['school', 'embarrassment', 'cheerleading', 'cheerleader tryout', 'meddling mother', 'meddling', 'cross dressing']"
The Amazing World of Gumball,The Helmet,[],TV-Y7,Release date,"['tinfoil hat', 'junkyard', 'luck', 'lucky charm']"
The Amazing World of Gumball,The Fight,[],TV-Y7-FV,Release date,"['tyrannosaurus rex', 'friendship', 'dinosaur', 'chase', 'slipping on a banana peel', 'hug', 'misunderstanding', 'season finale']"
Sergeant Preston of the Yukon,One Bean Too Many,[],TV-G,Release date,[]
The Streets of San Francisco,Pilot,[],TV-PG,Release date,"['fistfight', 'karate', 'martial arts', 'shooting', 'robe', 'scythe', 'skeleton', 'pistol', 'police detective', 'actor', 'frame up', 'detective', 'city', 'tv series pilot', 'police', 'criminal', 'murder', 'police officer', 'based on novel']"
The Streets of San Francisco,The Thirty-Year Pin,[],TV-PG,Release date,"['heroin', 'drug addict', 'arrest', 'grieving', 'loss of husband', 'bay area rapid transit', 'fistfight', 'pistol', 'punctuation in title', 'california', 'personal vendetta', 'rooftop chase', 'subway station', 'sideshow barker', 'deathbed talk', 'police officer shot', 'jewelry store robbery']"
The Streets of San Francisco,The First Day of Forever,[],TV-PG,Release date,"['prostitute', 'serial killer', 'prostitute killer', 'rooftop chase', 'playing cards', 'gideon bible', 'cheap hotel', 'slasher', 'pistol', 'new life', 'religious fanatic']"
The Streets of San Francisco,45 Minutes from Home,[],TV-PG,Release date,"['number in episode title', 'houseboat', 'episode title spoken by character', 'frame up', 'golden gate bridge', 'worried wife', 'punched in the face', 'blackmail', 'business convention', 'smoking marijuana', 'blow to head']"
The Streets of San Francisco,Whose Little Boy Are You?,[],TV-PG,Release date,"['question in episode title', 'question mark in episode title', 'ptsd post traumatic stress disorder', '5 year old', 'question in title', 'question mark in title', 'punctuation in title', 'awol', 'milk', 'vietnam war veteran', 'drinking from the carton', 'diabetic', 'carousel', 'corrupt doctor', 'psychological warfare', 'father kidnapping son']"
The Streets of San Francisco,Tower Beyond Tragedy,[],TV-PG,Release date,"['pygmalion', 'art collector', 'escort service', 'henri matisse', 'midlife crisis', 'bludgeoned to death', 'fine art', 'coastal highway', 'tennis court', 'reference to robinson jeffers']"
The Streets of San Francisco,Hall of Mirrors,[],TV-PG,Release date,"['reference to arizona', 'broken ankle', 'rogue cop', 'pool hall', 'basketball game', 'self hatred', 'miranda rights', 'crucifix', 'catholic church', 'buttermilk', 'mexican american']"
The Streets of San Francisco,Timelock,[],TV-PG,Release date,"['hawaii', 'social worker', 'parolee', 'hawaiian vacation', 'cruise ship', 'machine shop', 'san quentin', 'recovering alcoholic', 'hitman', 'falling off a dock', 'job interview']"
The Streets of San Francisco,In the Midst of Strangers,[],TV-PG,Release date,"['mugging', 'gunfight', 'police shootout', 'shootout', 'robbery', 'murder with robbery', 'gunplay', 'taking a bath', 'tourist attraction', 'shoeshine stand', 'quilt', 'trolley car', 'newspaper dealer', 'newsstand', 'jewelry store']"
The Streets of San Francisco,The Takers,[],TV-PG,Release date,"['woman wears a bikini', 'sniper rifle', 'pistol', 'car crash', 'airport', 'door to door salesman', 'sniper', 'worried wife', 'costume jewelry salesman', 'nurse', 'stewardess', 'gold digger']"
The Streets of San Francisco,The Year of the Locusts,[],TV-PG,Release date,"['gypsy', 'heist', 'patriarch', 'flim flam', 'security guard shot', 'double cross', 'father son relationship', 'greed', 'scavenger hunt', 'jewel heist', 'jade', 'winnebago']"
The Streets of San Francisco,The Bullet,[],TV-PG,Release date,"['gunfight', 'police shootout', 'shootout', 'pistol', 'miranda rights', 'bookstore', 'reference to ezra pound', 'bullet wound', 'hitman', 'kidnapped wife', 'college classroom', 'english professor', 'corrupt cop', 'blackmail']"
The Streets of San Francisco,Bitter Wine,[],TV-PG,Release date,"['brother versus brother', 'greek', 'greek dance', 'family feud', 'ex convict', 'self deception', 'father son reunion', 'broken promise', 'fistfight', 'greasy spoon', 'arson', 'winery']"
The Streets of San Francisco,A Trout in the Milk,[],TV-PG,Release date,"['episode title spoken by character', 'faking homosexuality', ""artist's model"", 'fashion model', 'false confession to murder', 'wild goose chase', 'suicide note', 'ferry boat', 'japanese garden', 'fashion show', 'transcendental meditation', 'hospital', 'poetry reading', 'father daughter reunion', 'reference to thoreau', 'thrown out a window', 'fake gay']"
The Streets of San Francisco,Deathwatch,[],TV-PG,Release date,"['fishermen', 'human trafficking', 'hovercraft', 'illegal alien', 'greasy spoon', 'cowardice', 'guilty conscience', 'best friend', 'mexican maid', 'fishing boat']"
The Streets of San Francisco,Act of Duty,[],TV-PG,Release date,"['dead female police officer', 'rookie police officer', 'female police officer killed', 'police', 'police officer', 'female police officer', 'rapist', 'pistol', 'police officer killed', 'episode title spoken by character', 'offscreen murder', 'reference to tarzan', 'undercover', 'funeral', 'flashback', 'psychobabble', 'supermarket', 'stakeout']"
The Streets of San Francisco,The Set-Up,[],TV-PG,Release date,"['gunfight', 'police shootout', 'shootout', 'pistol', 'set up', 'airport', 'taxi', 'dying words', 'ambush', 'braille', 'blind man', 'seedy saloon', 'machine shop', 'stakeout', 'hitman']"
The Streets of San Francisco,A Collection of Eagles,[],TV-PG,Release date,"['animal in episode title', 'bird in episode title', 'betrayal of trust', 'counterfeit money', 'svengali', 'reference to albert einstein', 'smothered with a pillow', 'diabetic', 'cheap motel', 'homosexual', 'numismatics', 'rare coin']"
The Streets of San Francisco,A Room with a View,[],TV-PG,Release date,"['schoolteacher', 'episode title spoken by character', 'airport', 'pregnant woman', 'car pulled out of water', 'yacht', 'christmas season', 'santa claus', 'reference to the little prince', 'reference to hemingway', 'hitman']"
The Streets of San Francisco,Deadline,[],TV-PG,Release date,"['newspaper columnist', 'reference to william shakespeare', 'old friends', ""reference to shakespeare's othello"", 'telescope', 'voyeur', 'alcoholic writer', 'blackmail', 'theater troupe', 'oedipus complex', 'may december romance', 'morgue', 'dead woman', 'dead woman in morgue', 'barefoot']"
The Streets of San Francisco,Trail of the Serpent,[],TV-PG,Release date,"['male police officer shot', 'held hostage', 'hostage', 'street gang', 'villain arrested', 'kidnapping', 'gunfight', 'police shootout', 'shootout', 'pistol', 'shakedown', 'reference to the three musketeers', 'reference to robin hood', 'spitting on someone', 'hostage drama', 'pool hall']"
The Streets of San Francisco,The House on Hyde Street,[],TV-PG,Release date,"['dead child', 'young boy', 'post traumatic stress disorder', 'cat', 'mischief', 'skateboarding', 'stuffed bear', 'jumping to conclusion', 'vandalism', 'abusive father', 'reference to pearl harbor', 'compulsive hoarding']"
The Streets of San Francisco,Beyond Vengeance,[],TV-PG,Release date,"['stabbing a woman', 'woman wears a tie', 'psychological warfare', 'amazing grace hymn', 'exploding car', 'bus passenger', 'precocious child', 'tuna casserole', 'father daughter reunion', 'police brutality', 'psychopathic killer']"
The Streets of San Francisco,The Albatross,[],TV-PG,Release date,"['animal in episode title', 'bird in episode title', 'legal technicality', 'grieving father', 'courtroom', 'buying a gun', 'biker bar', 'seedy motel', 'miscarriage of justice', 'deaf man', 'hearing aid', 'vigilante']"
The Streets of San Francisco,Shattered Image,[],TV-PG,Release date,"['boat', 'old friend', 'power trip', 'hired killer', 'trying to run over someone', 'wake up call', 'grand hotel', 'mob of reporters', 'secret meeting', 'political assassination', 'shot with a spear gun']"
The Streets of San Francisco,The Unicorn,[],TV-PG,Release date,"['male police officer shot', 'catholic priest', 'villain arrested', 'police shootout', 'fistfight', 'shootout', 'pistol', 'heroin smuggling', 'compulsive gambler', 'loan shark', 'hitman', 'gunfight', 'exploding truck', 'cargo ship']"
The Streets of San Francisco,Legion of the Lost,[],TV-PG,Release date,"['wino', 'season finale', 'love for friend', 'bound and gagged', 'brass knuckles', 'homeless shelter', 'dysfunctional family', 'brother sister reunion', 'panhandling', 'ex boxer', 'skid row']"
My Babysitter's a Vampire,Lawn of the Dead,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Three Cheers for Evil,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Blood Drive,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Guys and Dolls,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Double Negative,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Friday Night Frights,[],TV-PG,Release date,"['three word episode title', 'day in episode title']"
My Babysitter's a Vampire,Smells Like Trouble,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Die Pod,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Blue Moon,[],TV-PG,Release date,"['two word episode title', 'color in episode title']"
My Babysitter's a Vampire,Doug the Vampire Hunter,[],TV-PG,Release date,[]
My Babysitter's a Vampire,The Brewed,[],TV-PG,Release date,[]
My Babysitter's a Vampire,Three Geeks and a Demon,[],TV-PG,Release date,[]
My Babysitter's a Vampire,ReVamped,[],TV-PG,Release date,[]
Strange Hill High,King Mitchell,[],TV-G,Release date,['2010s']
Strange Hill High,99 Cool Things to Do with a Time Machine,[],TV-G,Release date,['2010s']
Strange Hill High,The Lost and Found Boy,[],TV-G,Release date,['2010s']
Strange Hill High,Snoozical,[],TV-G,Release date,['2010s']
Strange Hill High,Big Mouth Strikes Again,[],TV-G,Release date,['2010s']
Strange Hill High,The Most Boring Book in the World,[],TV-G,Release date,['2010s']
Strange Hill High,Read All About It,[],TV-G,Release date,['2010s']
Strange Hill High,Health & Safety,[],TV-G,Release date,['2010s']
Strange Hill High,The Ghost Writers of Strange Hill High,[],TV-G,Release date,['2010s']
Strange Hill High,Teacher's Pet,[],TV-G,Release date,"['snow', '2010s']"
Strange Hill High,Lucky Becky,[],TV-G,Release date,['2010s']
Strange Hill High,Becky vs. Bocky,[],TV-G,Release date,['2010s']
Strange Hill High,The End of Terminator,[],TV-G,Release date,['2010s']
Atomic Betty,Atomic Roger/Toxic Talent,[],TV-G,Release date,"['gold', 'hair']"
Atomic Betty,But the Cat Came Back/Lost in Spa,[],TV-G,Release date,"['messy room', 'cat', 'mother daughter relationship', 'frog', 'spa', 'window', 'bookshelf', 'dragon', 'closet', 'screaming into a pillow']"
Atomic Betty,Spindly Tam Kanushu/Science Fair,[],TV-G,Release date,"['martial arts', 'martial arts action']"
Atomic Betty,Furball for the Sneeze/Maximus Displeasure,[],TV-G,Release date,[]
Atomic Betty,The Doppelganger/Cosmic Cake,[],TV-G,Release date,[]
Atomic Betty,Attack of the Evil Baby/Space Brains,[],TV-G,Release date,[]
Atomic Betty,When Worlds Collide/The Ghost Ship of Aberdeffia,[],TV-G,Release date,"['halloween', 'halloween costume', 'robot costume', 'space warrior costume', 'trick or treating', 'frankenstein costume', 'halloween prank', 'princess costume']"
Atomic Betty,The Great Race/Poached Egg,[],TV-G,Release date,[]
Atomic Betty,The Really Big Game/The Substitute,[],TV-G,Release date,[]
Atomic Betty,Self Sabotage/Crass Menagerie,[],TV-G,Release date,"['reputation', 'comet', 'meteor shower', 'library', 'trap', 'librarian', 'cage', 'overdue library book', 'garbage chute', 'end of the world scenario', 'end of the world', 'popularity', 'fame', 'two word episode title', 'puppet']"
Atomic Betty,"The Good, the Bad and the Sparky/Bye-Bye X-5",[],TV-G,Release date,[]
Atomic Betty,Battle of the Bots/Martian Makeover,[],TV-G,Release date,[]
Atomic Betty,Betty's Secret Admirer/Slime of the Century,[],TV-G,Release date,[]
Atomic Betty,Solar System Surfin'/Winter Carnival,[],TV-G,Release date,[]
Atomic Betty,Power of the Pharoah/And the Winner is...,[],TV-G,Release date,[]
Atomic Betty,The Trouble with Triplets/Spider Betty,[],TV-G,Release date,"['spider', 'laser sword', 'cousin cousin relationship', 'triplets', 'star wars spoof', 'clog dancing', 'flashback', 'fantastic four spoof', 'diner', 'hair', 'dance', 'police', 'pillow fight', 'pillow', 'taking candy from a baby', 'police chase', 'festival', 'handcuffs', 'vault', 'cage', 'robbery', 'fast food restaurant', 'dna', 'father daughter relationship', 'bubble', 'trapped in a bubble', 'reporter', 'popcorn', 'celebrity', 'clone']"
Atomic Betty,Power Arrangers/A Dream Come True,[],TV-G,Release date,[]
Atomic Betty,Atomic Betty vs the Giant Killer Ants/Best (Mis)Laid Plans,[],TV-G,Release date,[]
Atomic Betty,No Business Like Snow Business/Infantor Rules,[],TV-G,Release date,"['arcade', 'arcade game', 'bowling', 'bowling alley', 'death trap']"
Atomic Betty,Galactic Pirates of the Corralean/The Revenge of Masticula,[],TV-G,Release date,[]
Atomic Betty,Incredible Shrinking Betty/Friends for Eternity,[],TV-G,Release date,"['shrink ray', ""mother's day"", 'mother daughter relationship', 'basketball']"
Atomic Betty,Wizard of Orb/Max-Land,[],TV-G,Release date,"['roller coaster', 'beef tongue', 'disguise', 'hypnosis', 'amusement park']"
Atomic Betty,"Like Father, Like Scum/Planet Stinxx",[],TV-G,Release date,[]
Atomic Betty,Big Top Betty/Dr. Cerebral and the Stupifactor Ray,[],TV-G,Release date,[]
Atomic Betty,Jingle Brawls/Toy Historyia,[],TV-G,Release date,['christmas']
Atomic Betty,Franken-Brain/Evil Idol,[],TV-G,Release date,[]
Hammer House of Horror,Witching Time,[],TV-14,Release date,"['supernatural power', 'infidelity', 'composer', 'witch', 'husband wife relationship', 'occult', 'breasts', 'sex scene', 'buttocks', 'adulterous wife', 'woman wears a bra and panties', 'drinking champagne in bed', 'bare chested male', 'grandfather clock', ""woman scratches man's back during sex"", 'hand on breast', 'female star appears nude', 'horseback riding', 'falling down stairs', 'reel to reel tape recorder', 'no reflection in mirror', 'thrown from a horse', 'hitting head in a fall', 'spooked horse', 'decapitated crow', 'bon fire', 'prying door open', 'spilled gasoline', 'splashed with water', 'trapped in a burning building', 'putting down a horse', 'thunderstorm', 'woman wears lingerie', 'woman undresses', 'exorcism', 'female topless nudity', 'film scoring', 'writing in lipstick on a mirror', 'time traveler', 'doctor makes a house call', 'breast fondling', 'redheaded woman', 'triumph tr7', 'deep cleavage', 'doll stuck with pins', 'dead bird', 'blood filled bathtub', 'storm indoors', 'sleeping in the nude', 'thrown down a staircase']"
Hammer House of Horror,The Thirteenth Reunion,[],TV-14,Release date,"['corpse', 'morgue', 'body snatcher', 'coffin', 'journalist', 'death of protagonist', 'weight loss program', 'shame', 'humiliation', 'psychological abuse', 'write phone number on hand', 'good night kiss', 'tailgating', 'crashing into a tree', 'car crash', 'funeral procession', 'fake corpse', 'cannibalism', 'hearse', 'funeral home', 'body snatching', 'physical examination', 'climbing out a window', 'climbing in a window', 'sharpening a knife', 'marked for death', 'throat cut', 'cleaver', 'plane crash survivor', 'woman wears a bodysuit', 'fat shaming']"
Hammer House of Horror,Rude Awakening,[],TV-14,Release date,"['schoolgirl costume', 'nude woman in a telephone both', 'breast fondling', 'dream reality', 'schoolgirl fetish', 'sex in a phone booth', 'brief topless female nudity', 'real estate broker', 'boss in love with secretary', 'old mansion', 'nude woman clothed man', 'making out in a telephone booth', 'dead woman in a dumb waiter', 'intercom', 'nightmare', 'stuck in a telephone booth', 'poison gas', 'one breast exposed', 'offering a cigarette', 'awakened by an alarm clock', 'hanged by the neck', 'strangled in bed sheet', ""man fondles a woman's breasts"", 'vivid dream', 'seductress', 'lolicon fetish', 'unhappy husband', 'wet dream', 'demolition ball and crane', 'smothered with a pillow', 'lower moat manor', 'run down mansion', 'animate suit of armor', 'missing person', 'husband accused of murdering his wife', 'map', 'scene repeated with a different finale', 'herd of cows', 'mistaking reality for dream', 'making out in an elevator', 'falling down an elevator shaft', 'running down stairs', ""running for one's life"", 'pronounced dead', 'extreme close up', 'morgue', 'friday the thirteenth', 'diamond necklace', 'mistaking dream for reality', 'dream']"
Hammer House of Horror,Growing Pains,[],TV-14,Release date,"['crashing through a window', 'chemistry laboratory', 'dead rabbit', 'animal in a cage', 'eating poison', 'nose bleed', 'laboratory animal', 'volumetric flask', 'cemetery', 'fresh grave', 'out of control vehicle', 'reagent bottle', 'scale', 'biology laboratory', 'adoption', 'name change', 'decanter of wine', 'maggot', 'entrails', 'pocket knife', 'rottweiler', 'visiting a grave', 'carnage', 'animal attack', 'dog bite', 'putting down a dog', 'ghost', 'neglected child', 'wreath', 'stuffed toy rabbit', 'braless', 'adoptive mother', 'woman wears a nightgown', 'adoptive mother adopted son relationship', 'rotten food', 'psychoactive chemical', 'mother tucks son in bed', 'howling dog', 'falling into an open grave', 'mold', 'death of son']"
Hammer House of Horror,The House That Bled to Death,[],TV-14,Release date,"['pot boiling over', 'knitting', 'poisoned hot cocoa', 'house hunting', 'moving in', 'black cat', 'broken doll', 'unpacking', 'locked in', 'gas leak', 'hole in a wall', 'folding picture frame', 'smoking in bed', 'table cloth', 'curved blade', 'bare chested male', 'thumb sucking', 'broken window', 'burying a dead animal', 'pet cat killed', 'dentures', 'newspaper article', 'liver', 'painting windows', 'severed hand', 'scream', 'passionate kiss', 'birthday party', 'gift wrapped present', 'broken pipe', 'covered with blood', 'sprayed with blood', 'penguin wind up toy', 'swimming', 'moet & chandon champagne', 'suitcase', 'fainting woman', 'woman undresses', 'woman wears a lavender string bikini', 'blonde girl', 'murder house', '7 year old girl', 'blood streaming down wall', 'kukri', 'female topless nudity', 'voyeurism', 'neighbor neighbor relationship', 'woman wears a nightgown', 'dead cat', 'female star appears nude']"
Hammer House of Horror,Charlie Boy,[],TV-14,Release date,"['car driver', 'voodoo statue', 'voodoo curse', 'african wood carved statuette', 'installing a television antenna', 'falling to death', 'african art collection', 'road rage', 'cut off in traffic', 'facial scar', 'stabbed in the belly', 'passionate kiss', 'camera shot of bare feet', 'impaled on a plow', 'crossbow', 'reference to william tell', 'shot with an arrow', 'shooting a movie', 'woman undresses', 'one breast exposed', 'woman bathing with clothes on', 'cutting wrist', 'straight razor', 'group photograph', 'thrown through windshield', 'hatchet', 'zippo lighter', 'trip and fall', 'car crash', 'voodoo', 'african', 'evil doll', 'doll']"
Hammer House of Horror,The Silent Scream,[],TV-14,Release date,"['pet shop', 'ex convict', 'safecracker', 'black panther', 'tiger', 'jaguar', 'puma', 'baboon', 'animal electrocuted', 'female african lion', 'red rose bush', 'return home', 'passionate kiss', 'animal in a cage', 'kangaroo', 'bare chested male', 'wall safe', 'master switch', 'thunderstorm', 'captivity', 'parrot', 'pet dog killed', 'tiger killed', 'left to die', 'calling for help', 'nazi', 'husband and wife reunited', 'husband wife relationship', 'locked in a cage']"
Hammer House of Horror,Children of the Full Moon,[],TV-14,Release date,"['german shepherd', 'dead lamb', 'boeing 707', 'flock of sheep', 'accelerator jammed', 'playing flute', 'mutton broth', 'climbing a drain pipe', 'fall from height', 'broken wrist', 'boeing 747', 'eating raw meat', 'pregnancy', 'woodsman', 'murdered with an axe', 'newborn baby', 'death in child birth', 'smeared with blood', 'car skids out of control', 'bmw', 'atheist', 'tween girl', 'man undresses a woman', 'lycanthrope', 'howling wolf', 'alternative timeline', 'manor house', 'wife refuses to have sex with her husband', 'monster attracted to a woman', 'sex with a werewolf', 'implied sex', 'pregnant woman', 'raped by a werewolf', 'couple', 'house', 'forest', 'stranded', 'lingerie slip', 'gore', 'wilderness', 'zombie', 'monster', 'werewolf', 'independent film']"
Hammer House of Horror,Carpathian Eagle,[],TV-14,Release date,"['portrait', 'mouton cadet wine', 'bachelor pad', 'smoking in bed', 'woman stabs a man', 'commer van', 'stage show', 'nightclub', 'female singer', 'female impersonator', 'woman in a shower', 'applying makeup', 'popping a pimple', 'apartment search', 'bloody knife', 'female serial killer', 'woman undresses', 'woman wears a blonde wig', 'woman seduces a man', 'woman wears a catsuit', 'stabbed to death', 'serial killer', 'female rear nudity', 'see through shower door', 'nude woman in a shower']"
Hammer House of Horror,Guardian of the Abyss,[],TV-14,Release date,"['satanic ceremony', 'demon mask', 'willing victim', ""banging one's head against a wall"", 'auction', 'sacrificial victim', 'asking for a ride', 'reference to coronzon', 'scrying glass', 'begging for help', 'live chicken', 'dripping blood', 'animal sacrifice', 'mind control', 'voodoo doll', 'hypnosis', 'born on a solstice', 'upside down cross', 'strapped to a table', 'human sacrifice', 'bare chested male', 'transformation', 'stabbed in the chest', 'summoning a demon', 'screaming woman', 'scantily clad woman', 'antiques dealer', 'theft', 'mirror does not reflect reality', 'evil', 'spellbound', 'love spell', 'passionate kissing', 'blood sacrifice', 'stabbing', 'undressing a woman', 'ceremonial robes', 'last kiss', ""woman rips a man's shirt"", 'man kisses a woman', 'woman wears a slip', 'woman wears granny panties', 'hypnotized woman', 'mirror', 'bare chested male bondage', 'lingerie slip', 'reference to satan', 'hell', 'independent film']"
Hammer House of Horror,Visitor from the Grave,[],TV-14,Release date,"['american', 'united kingdom', 'bloody hand', 'bloodstain', 'emotional instability', 'indian', 'manipulation', 'mental instability', 'presumed dead', 'police officer', 'scream', 'sexual abuse', 'breaking a door in', 'unwelcome kiss', 'shot in the face with a shotgun', 'firing both barrels', 'double barreled shotgun', 'attempted rape', 'range rover', 'trail of blood', 'wife running after husband', 'separation anxiety', 'snifter of brandy', 'digging a grave', 'burning money', 'cleaning up blood', 'driving a car into a lake', 'psychiatric patient', 'man changing clothes', 'vengeful spirit', 'tarot reading', 'maggot infested corpse', 'woman fainting', 'bouquet', 'overdose', 'two branch candelabra', 'driven to suicide', 'moet & chandon champagne', 'bag of money', 'product placement', 'woman wears a nightgown', 'shotgun shell', 'shotgun', 'woman wears a sheer negligee', 'plunging neckline', 'deep cleavage', 'nipples visible through clothing', 'sexy lingerie', 'lace', 'sheer lingerie']"
Hammer House of Horror,The Two Faces of Evil,[],TV-14,Release date,"['hitchhiker', 'sing along in a car', 'scale model royal aircraft factory s.e.5', 'driving in the rain', 'car rollover', 'fighting with a car driver', 'broken toy', 'ruined clothing', 'severed hand', 'point of view camera shot', 'extreme close up', 'home from the hospital', 'throat injury', 'ceramic bell', 'ringing a bell', 'sharpened fingernail', 'kitchen knife', 'trimming fingernail', 'bad teeth', 'ambulance', 'man wears a yellow rain slicker', ""scratching someone's face"", 'waking up in hospital', 'hospital gown', 'braless', 'nipples visible through clothing', 'bloody clothing', 'vacation gone wrong', 'killer', 'rotten', 'teeth', 'hospital', 'family relationships', 'vacation', 'maniac', 'car', 'psychopath', 'accident', 'doppelganger']"
Hammer House of Horror,The Mark of Satan,[],TV-14,Release date,"['brain surgery', 'awake during surgery', 'patient talking during surgery', 'subdural hematoma', 'dying during surgery', 'vial', 'morgue', 'circular saw', 'reference to john keats', 'self injection', 'finger prick', 'weather vane', 'syringe', 'stabbed in the belly', 'baby in a basket', 'food freezer', 'reference to percy bysshe shelley', 'mentally ill man', 'mentally ill protagonist', 'mental illness', 'memory lapse', 'flashback', 'eating an apple', 'fantasy scene', 'fantasy sequence', 'persecution complex', 'persecution mania', 'hallucination', 'screaming man', 'possession', 'obsession', 'new haircut', 'eavesdropping', 'visitor', 'visit', 'disposing of a dead body', 'evil mother', 'evil woman', 'radio', 'cross', 'blindfolded', 'blindfold', 'injection', 'hospital room', 'paranoiac', 'murder by stabbing', 'murder', 'blood stain', 'stabbed to death', 'son murders mother']"
The Rookies,Pilot,[],TV-PG,Release date,"['police', 'tv series pilot', 'training']"
The Rookies,"Concrete Valley, Neon Sky",[],TV-PG,Release date,"['reference to randolph scott', 'reference to john wayne', 'street gang']"
The Rookies,"Dead, Like a Lost Dream",[],TV-PG,Release date,"['anonymous letter', 'racial slur', 'impersonating a police officer']"
The Rookies,The Informant,[],TV-PG,Release date,"['liquor store hold up', 'police informant']"
The Rookies,The Commitment,[],TV-PG,Release date,"['reference to bela lugosi', 'reference to peter lorre', 'police officer shot in the back', 'police officer shot']"
The Rookies,Covenant with Death,[],TV-PG,Release date,"['reverend', 'preacher']"
The Rookies,Time Is the Fire,[],TV-PG,Release date,"['bound and gagged', 'gagged', 'over the mouth gag', 'damsel in distress', 'impersonating a police officer', 'kidnapping']"
The Rookies,The Bear That Didn't Get Up,[],TV-PG,Release date,['shooting']
The Rookies,Dirge for Sunday,[],TV-PG,Release date,"['man tied up', 'explosives', 'radio frequency', 'radio transmitter', 'dead man switch', 'hostage situation', 'police officer taken hostage']"
The Rookies,The Good Die Young,[],TV-PG,Release date,"['female police officer', 'female police officer decoy', 'dead female police officer', 'undercover female police officer', 'female police officer killed', 'police', 'police officer', 'swinging single', 'writing in lipstick', 'undercover cop', 'undercover policeman', 'serial killer']"
The Rookies,To Taste of Terror,[],TV-PG,Release date,"['mary had a little lamb', 'stalker']"
The Rookies,A Deadly Velocity,[],TV-PG,Release date,"['disturbed war veteran', 'queen mary the ocean liner', 'vietnam war veteran']"
The Rookies,A Bloody Shade of Blue,[],TV-PG,Release date,"['hockey mask', 'nurse patient relationship', 'eye injury']"
The Rookies,A Very Special Piece of Ground,[],TV-PG,Release date,"['falling down stairs', 'pregnant wife', 'expropriation']"
The Rookies,Rabbits on the Runway,[],TV-PG,Release date,"['episode title spoken by character', 'reference to bela lugosi', 'reference to cinderella', 'witness to a murder', 'runaway']"
